Tên công việc,Công ty,Bằng cấp,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kinh nghiệm,Hình thức,Số lượng,Yêu cầu,Link
Trade Marketing Leader,Cafe 90S - Cty TNHH Thương Mại Dịch Vụ Đầu Tư 90S,Đại học,12 - 18 triệu,TP.HCM,27/11/2023,Quản lý nhóm- giám sát,Marketing/Bán hàng - Kinh doanh/Thông tin - Truyền thông - Quảng cáo,3 năm,Toàn thời gian cố định,1,"- Trình độ: Đại học thuộc các ngành: Marketing; Truyền thông; Quản trị kinh doanh; Thương mại quốc tế,… hoặc các chuyên ngành có liên quan- Có ít nhất hai năm kinh nghiệm làm Trưởng nhóm Marketing và từ 3 năm kinh nghiệm trở lên trong lĩnh vực Trade Marketing- Khả năng tương tác và giao tiếp tốt với đối tác và đội nhóm nội bộ.- Khả năng phân tích và giải quyết vấn đề- Nhiệt huyết, chịu được áp lực, không ngại thử thách- Có tinh thần cầu tiến, biết lắng nghe",https://vieclam24h.vn/marketing/trade-marketing-leader-c12p122id200286720.
Digital Marketing,"Cơ Sở Sản Xuất Bánh Mỳ, Bánh Ngọt Anh Quân",Cao đẳng,11 - 15 triệu,Đà Nẵng,27/11/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo,2 năm,Toàn thời gian cố định,1,"-         Nam/Nữ, từ 25 đến 35 tuổi, sức khoẻ tốt.-         Trình độ: Cao đẳng trở lên chuyên ngành Marketing, QTKD hoặc các chuyên ngành liên quan.-         Sử dụng tốt tiếng Anh, tin học văn phòng thành thạo.-         Có kiến thức về: thiết kế website, tối ưu SEO, quảng cáo online (Google Ads/ Facebook Ads…)-         Am hiểu các kênh digital, đặc biệt là các kênh social networks.-         Có kinh nghiệm ít nhất 2 năm ở vị trí tương đương.",https://vieclam24h.vn/marketing/digital-marketing-c12p104id200286747.
Chuyên Viên Marketing,Công Ty Cổ Phần Giáo Dục Unischool Hòa Lạc,Đại học,12 - 18 triệu,Hà Nội,27/11/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo/Truyền hình - Báo chí - Biên tập,2 năm,Toàn thời gian cố định,1,"Trình độ/ Bằng cấp: Tốt nghiệp Đại học chính quy chuyên ngành Marketing, hoặc Quản trị kinh doanhKinh nghiệm công tác: Có ít nhất 2 năm kinh nghiệm ở các vị trí tương đương trong lĩnh vực marketing truyền thôngKiến thức/ Năng lực: Có kiến thức, kỹ năng và kinh nghiệm về content marketing & digital marketing;Có khả năng biên tập, viết nội dung chuyên nghiệp theo ngôn ngữ báo chí;Thành thạo các công cụ của Facebook, Google, Youtube, Zalo, Tiktok... bao gồm cả công cụ phân tích dữ liệu tương ứng;Biết sử dụng các thiết bị máy quay, máy ảnh, phần mềm thiết kế hình ảnh, video…;Kỹ năng: quản lý, lập kế hoạch, phân tích và tổng hợp thông tin, giải quyết và xử lý các tình huống nhanh.;Khả năng linh hoạt nắm bắt xu hướng thị trường, update cái mới.Ngoại ngữ/ Công nghệ: Tiếng Anh giao tiếp tốt, đọc được các tài liệu nước ngoài là một lợi thế.Có các chứng chỉ Công nghệ là một lợi thế;Có khả năng chủ động sử dụng công nghệ phục vụ công việc",https://vieclam24h.vn/marketing/chuyen-vien-marketing-c12p73id200263435.
Nhân Viên Nhập Liệu Biên Soạn Nội Dung Sản Phẩm,Công Ty Cổ Phần Thiết Bị Minh Khang,Cao đẳng,10 - 15 triệu,TP.HCM,27/11/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo/IT Phần mềm,1 năm,Toàn thời gian cố định,2,"- Ứng viên có kiến thức và kinh nghiệm từ 1 năm trở lên.- Tốt nghiệp Cao Đẳng hoặc chuyên ngành CNTT, marketing tương đương.- Trình độ ngoại ngữ Anh Văn, đọc hiểu tài liệu tiếng Anh.- Thành thạo vi tính văn phòng Word, Excels, Outlook, v…v…- Có kiến thức về HTML, CSS và Photoshop là một lợi thế.- Chỉ được làm việc duy nhất ở một công ty.- Các yêu cầu khác:- Tuổi từ 20 - 35, có sức khỏe tốt.- Năng động, trung thực, cẩn thận, tỉ mỷ, trách nhiệm cao trong công việc.- Biết lập kế hoạch, tổng hợp báo cáo trong công việc.- Có ý định làm việc ổn định và lâu dài với công ty.",https://vieclam24h.vn/marketing/nhan-vien-nhap-lieu-bien-soan-noi-dung-san-pham-c12p122id200286865.
Administrative Assistant,Công Ty TNHH Nhật Quang,Cao đẳng,9 - 15 triệu,Bình Dương,25/11/2023,Chuyên viên- nhân viên,Hành chính - Thư ký/Marketing/Quản lý dự án,2 năm,Toàn thời gian cố định,2,English 4 skillsFemalePower point,https://vieclam24h.vn/hanh-chinh-thu-ky/administrative-assistant-c1p119id200286767.
"Kỷ Thuật Viên Lắp Ráp Âm Thanh, Giao Hàng, Quay Phim Chụp Hình",Nhật Tây Audio,Không yêu cầu bằng cấp,5 - 15 triệu,TP.HCM,25/11/2023,Cộng tác viên,Sản xuất - Lắp ráp - Chế biến/Marketing/Lao động phổ thông,Chưa có kinh nghiệm,Toàn thời gian cố định,2,"- Độ tuổi: 20 - 40 tuổi- Yêu cầu nhanh nhẹn tháo vác luôn chủ động trong công việc- Giao tiếp với khách khi giao hàng - Biết sử dụng máy tính, và sẽ được đào tạo thêm khóa chỉnh sửa video: premier, photoshop- Biết hát để test loa khi giao hàng cho khách- Biết chỉnh máy, setup dàn âm thanh chuyên nghiệp",https://vieclam24h.vn/san-xuat-lap-rap-che-bien/ky-thuat-vien-lap-rap-am-thanh-giao-hang-quay-phim-chup-hinh-c9p122id200275812.
Quản Lý Sự Kiện,Công Ty TNHH The Edu House,Đại học,10 - 15 triệu,TP.HCM,24/11/2023,Quản lý nhóm- giám sát,Marketing/Giáo dục - Đào tạo/Thông tin - Truyền thông - Quảng cáo,2 năm,Toàn thời gian cố định,1,"- Là sinh viên đã tốt nghiệp ngành Marketing, chuyên ngành tổ chức sự kiện/quản trị sự kiện/ quản lý sự kiện hoặc các chuyên ngành khác liên quan đến sự kiện.- Có bằng IELTS 6.0 trở lên hoặc các chứng chỉ anh văn quốc tế khác có hệ số điểm tương đương.- Đảm nhiệm vai trò Leader/Quản lý sự kiện ít nhất 2 năm- Sử dụng thành thạo các công cụ tin học văn phòng như Microsoft, Google.- Sử dụng Canva, Photoshop, Premiere hoặc phần mềm thiết kế khác là một lợi thế.- Có khả năng làm MC, dẫn chương trình, hoạt náo viên là một lợi thế.- Có khả năng đa nhiệm, cởi mở và linh hoạt trong suy nghĩ và công việc, có tinh thần học hỏi, trách nhiệm cao, sáng tạo và năng động trong công việc.",https://vieclam24h.vn/marketing/quan-ly-su-kien-c12p122id200286681.
Thực Tập Sinh Tài Trợ Thương Mại - Hà Nội / Hồ Chí Minh,Ngân Hàng TMCP Việt Nam Thịnh Vượng - Vpbank,Cao đẳng,0.1 - 3 triệu,"Hà Nội,TP.HCM",24/11/2023,Cộng tác viên,Ngân hàng/Marketing/Thông tin - Truyền thông - Quảng cáo,Dưới 1 năm,Thực tập,5,"Sinh viên năm 3-4 các chuyên ngành tài chính ngân hàng, kinh tế... và các chuyên ngành liên quanCó kinh nghiệm trong lĩnh vực Tài trợ thương mại tại các Ngân hàngKỹ năng Tiếng Anh và Tin học Văn phòngNhanh nhẹn, cẩn thận, ham học hỏiKỹ năng làm việc nhóm, xây dựng mối quan hệ, kỹ năng giao tiếp tốtKhả năng tư duy nghiệp vụ. Sáng tạo",https://vieclam24h.vn/ngan-hang/thuc-tap-sinh-tai-tro-thuong-mai-ha-noi-ho-chi-minh-c19p73id200286651.
Trợ Lý Ban Giám Đốc,Công Ty TNHH Công Nghệ Nano Hợp Nhất Apa,Cao đẳng,8 - 12 triệu,TP.HCM,24/11/2023,Chuyên viên- nhân viên,Hành chính - Thư ký/Bán hàng - Kinh doanh/Marketing,2 năm,Toàn thời gian cố định,1,"•      Tốt nghiệp Đại học/Cao đẳng chuyên ngành Quản trị kinh tế, Thương mại, Marketing...•      Ngoại ngữ: Tiếng Anh•      Kỹ năng: Phân tích dữ liệu, sử dụng tốt Word, Excel.. các công cụ làm về dữ liệu•      Ưu tiên có kinh nghiệm Trợ lý Giám đốc•      Trong vòng 2 năm tới không có kế hoạch kết hôn hoặc sinh con•      Có thể nhận việc ngay. ",https://vieclam24h.vn/hanh-chinh-thu-ky/tro-ly-ban-giam-doc-c1p122id200286659.
Nhân Viên Tiktok Content Creator,Công Ty Cổ Phần Phát Triển Bất Động Sản Thanh Niên Holdings,Đại học,10 - 14 triệu,TP.HCM,24/11/2023,Chuyên viên- nhân viên,Marketing/Truyền hình - Báo chí - Biên tập/Thông tin - Truyền thông - Quảng cáo,1 năm,Toàn thời gian cố định,2,"Có kinh nghiệm từ 1 năm trở lênƯu tiên ứng viên nữƯu tiên ứng viên đã có kinh nghiệm trong lĩnh vực thương mại điện tửYêu thích sáng tạo, thích viết lách (biết viết lách), biên kịch, nhiều ý tưởng mới.Có khả năng livestream, biết diễn xuất trước máy quay.Có gu thẩm mỹ về hình ảnh, sáng tạo, nhanh nhạy. Khả năng bắt trend tốt.Tư duy nhạy bén, yêu thích công việc sáng tạo nội dung.",https://vieclam24h.vn/marketing/nhan-vien-tiktok-content-creator-c12p122id200286426.
Nhân Viên Kinh Doanh (Thu Nhập Từ 10 - 30 Triệu),Công Ty Cổ Phần Bao Bì Kim Loại Tân Việt,Cao đẳng,10 - 30 triệu,Hà Nội,24/11/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Marketing/Bán sỉ - Bán lẻ - Quản lý cửa hàng,3 năm,Toàn thời gian cố định,1,"- Nhanh nhẹn, nhiệt tình- Quyết đoán- Dám làm- Chủ động- Biết lái xe con",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-thu-nhap-tu-10-30-trieu-c13p73id200286600.
Nhân Viên PR,Công Ty CP Tôn Đông Á,Đại học,12 - 15 triệu,TP.HCM,24/11/2023,Chuyên viên- nhân viên,Marketing/Thông tin - Truyền thông - Quảng cáo,2 năm,Toàn thời gian cố định,1,"Giới tính: Nam/ NữĐộ tuổi 25 trở lênNgoại hình: dễ nhìnSức khỏe tốtKinh nghiệm làm việc: Ưu tiên ứng viên có kinh nghiệm trong ngành thép hoặc trade marketing- Anh Văn giao tiếp  - Sử dụng Microsoft Office, Email, Internet,…- Kỹ năng phân tích tổng hợp thông tin, dữ liệu.- Kỹ năng giao tiếp- Kỹ năng đàm phán, thương lượng- Kỹ năng làm việc độc lập và phối hợp nhóm tốt.Phẩm chất cá nhân:- Trung thực, năng động, thái độ phù hợp, tinh thần tự giác cao                  - Có tinh thần trách nhiệm, ham học hỏi",https://vieclam24h.vn/marketing/nhan-vien-pr-c12p122id200286576.
Nhân Viên Sale Admin,Công Ty TNHH Sản Xuất Và Thương Mại United Vision,Trung cấp,8 - 10 triệu,TP.HCM,24/11/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Marketing/Bán sỉ - Bán lẻ - Quản lý cửa hàng,1 năm,Toàn thời gian cố định,3,"- Nữ. Tốt nghiệp Trung Cấp, Cao Đẳng trở lên- Có 1 - 2 năm kinh nghiệm trong lĩnh vực sales admin, kinh doanh- Giao tiếp tiếng anh cơ bản- Nhanh nhẹn, trung thực, chịu được áp lực cao trong công việc- Sử dụng thành thạo MS. Office: word, excel, biết sử dụng phần mềm Bravo là lợi thế",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-sale-admin-c13p122id200286601.
Giám Sát Bán Hàng Tại Hà Nội Và Các Tỉnh,Công Ty CP SX Và TM An Phúc,Không yêu cầu bằng cấp,9 - 17 triệu,"Hà Nội,Hưng Yên,Hải Dương,Thanh Hóa",24/11/2023,Quản lý nhóm- giám sát,Bán hàng - Kinh doanh/Marketing/Bán sỉ - Bán lẻ - Quản lý cửa hàng,2 năm,Toàn thời gian cố định,3,"- Có tối thiểu 02 năm kinh nghiệm- Nhanh nhẹn; có kĩ năng bán hàng, giao tiếp tốt- Có khả năng làm việc đúng độc lập, làm việc theo nhóm, có thể chịu áp lực công việc cao- Cầu tiến, năng động và có trách nhiệm cao trong công việc- Ưu tiên các ứng viên đã có kinh nghiệm hoạt động trong lĩnh vực phân phối các sản phẩm tương tự",https://vieclam24h.vn/ban-hang-kinh-doanh/giam-sat-ban-hang-tai-ha-noi-va-cac-tinh-c13p73id200276678.
Chuyên Viên SEO Website,CÔNG TY LUẬT TNHH SÀI GÒN 48,Cao đẳng,5 - 6 triệu,TP.HCM,24/11/2023,Chuyên viên- nhân viên,IT Phần cứng - Mạng/Marketing/IT Phần mềm,2 năm,Theo hợp đồng tư vấn,1,Có kinh nghiệm là lợi thế tốtKhông quá 40 tuổiCó nhiều năm kinh nghiệm SEO website cho các Công tyChấp nhận làm theo phương án: được thanh toán phí theo kết quả SEO website đã thỏa thuận,https://vieclam24h.vn/it-phan-cung-mang/chuyen-vien-seo-website-c7p122id200286579.
Nhân Viên Kinh Doanh,Công Ty TNHH TM Khải Nguyên,Đại học,7 - 10 triệu,TP.HCM,24/11/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Marketing,Chưa có kinh nghiệm,Toàn thời gian cố định,2,"Tốt nghiệp Đại học chuyên ngành Marketing, Quản trị kinh doanh, hoặc có liên quan; Không yêu cầu kinh nghiệm, đề cao các ứng viên giàu trải nghiệm với những điểm mạnh độc đáo, mang đến những góc nhìn mới và sáng tạo cho công việc và tổ chức nói chung; Hiểu biết sơ bộ về lĩnh vực công nghiệp và sản phẩm của Tín Triển; Nhận thức rõ về tính chất và cách thức hoạt động của việc bán hàng, có kĩ năng bán hàng và đàm phán; Chủ động trong công việc, tự vạch định mục tiêu cụ thể và có chiến lược thực hiện hiệu quả; Kĩ năng giao tiếp hiệu quả trong công việc và với các đối tượng khách hàng; Cởi mở tiếp thu phản hồi và những ý kiến mới, chủ động đề xuất ý tưởng; Có tinh thần đồng đội cao và hoạt động năng suất trong môi trường đội nhóm; Thành thạo các công cụ Microsoft Office và nhanh nhẹn học hỏi thêm các công cụ khác do Công ty yêu cầu; Biết thêm ngoại ngữ khác như Anh, Hàn, Trung ở mức B, C là một lợi thế. ",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-c13p122id200286589.
Chuyên Viên Digital Marketing,Công ty TNHH Bibabo,Cao đẳng,15 - 30 triệu,Hà Nội,24/11/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh/Thông tin - Truyền thông - Quảng cáo,1 năm,Toàn thời gian cố định,5,"Học vấn: Tốt nghiệp cao đẳng trở lên các chuyên ngành về Marketing/Kinh tế/QTKD,...Kinh nghiệm: trên 1 năm kinh nghiệm trở lên chạy quảng cáo chuyển đổi các kênh: Mạnh về Facebook và Google hoặc một trong những kênh Tiktok/Youtube.... với chi phí quảng cáo tối ưu.Có kinh nghiệm làm việc trong ngành mỹ phẩm, giáo dục, TMĐT, chăm sóc sức khỏe, mẹ & bé....Có kinh nghiệm sử dụng các công cụ Google Trend, Analytic, GTM,.... nắm rõ các chỉ số CPA, CTR, CR, CPC,... phục vụ cho việc đo lường và tối ưu.Tư duy/ kỹ năng: Có khả năng đọc và phân tích số liệu; chủ động học hỏi và nghiên cứu kiến thức mới.Biết sử dụng các công cụ Photoshop, Ladipage, Canva....Có laptop cá nhân.",https://vieclam24h.vn/marketing/chuyen-vien-digital-marketing-c12p73id200286571.
PR & Marketing Intern,Công Ty Cổ Phần Trường Tiểu Học - Trung Học Cơ Sở - Trung Học Phổ Thông Albert Einstein,Không yêu cầu bằng cấp,2 - 3 triệu,TP.HCM,24/11/2023,Cộng tác viên,Marketing/Truyền hình - Báo chí - Biên tập/Thông tin - Truyền thông - Quảng cáo,Chưa có kinh nghiệm,Bán thời gian cố định,5,"Có laptop, xe máy, điện thoại di động riêngĐang học Cao Đẳng/ Đại Học, năm 1-4Có sự tập trung và hướng tới kết quả cao trong công việc.Có tinh thần cầu tiến và làm việc trong môi trường áp lựcThành thạo word, excel, tin học văn phòngNgoại hình ưa nhìn.Kỹ năng giao tiếp tốt.Năng động, nhiệt tình, cẩn thận, tỉ mỉ và biết quan sát.",https://vieclam24h.vn/marketing/pr-marketing-intern-c12p122id200286544.
Social Media Marketing Executive / Nhân Viên Marketing,Công Ty TNHH Rc Retail,Trung cấp,12 - 17 triệu,TP.HCM,24/11/2023,Chuyên viên- nhân viên,Marketing/Bán hàng - Kinh doanh/Xuất Nhập Khẩu,Dưới 1 năm,Toàn thời gian cố định,1,- Giao tiếp Tiếng Anh thành thạo,https://vieclam24h.vn/marketing/social-media-marketing-executive-nhan-vien-marketing-c12p122id200286522.
Nhân Viên Kinh Doanh,Công Ty TNHH Thực Phẩm Nakayama,Trung cấp,8 - 10 triệu,TP.HCM,24/11/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Bán sỉ - Bán lẻ - Quản lý cửa hàng/Marketing,Chưa có kinh nghiệm,Toàn thời gian cố định,5,"- Tốt nghiệp Trung Cấp, Cao đẳng, Đại Học các chuyên ngành Marketing, Quản trị kinh doanh, Ngoại thương, công nghệ thực phẩm- Kinh nghiệm:+ Không yêu cầu kinh nghiệm+ Ưu tiên ứng viên mới ra trường hoặc có kinh nghiệm dưới 1 năm trong việc Marketing, Sales, có am hiểu về thực phẩm, đặc biệt là thực phẩm Nhật Bản- Yêu cầu khác: Năng động, sáng tạo, chịu được áp lực công việc, có thể làm việc độc lập và có trách nhiệm",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-c13p122id200286455.
"Nhân Viên Kinh Doanh - Phú Nhuận, Hà Nội",Công Ty TNHH Sorimachi Việt Nam,Cao đẳng,8 - 20 triệu,"TP.HCM,Hà Nội",24/11/2023,Chuyên viên- nhân viên,Bán hàng - Kinh doanh/Marketing/Bán sỉ - Bán lẻ - Quản lý cửa hàng,3 năm,Toàn thời gian cố định,10,"Tốt nghiệp từ Cao đẳng trở lên ngành Quản trị kinh Doanh, kế toán hoặc Marketing.Có kinh nghiệm bán hàng từ 3 năm trở lên, ưu tiên tại các công ty sản xuất phần mềmCó kinh nghiệm tổ chức các hội thảo và sẵn sàng đi công tác tại các tỉnh.Năng động, sáng tạo và có khả năng làm việc độc lập.Biết tiếng Anh là một lợi thế.Tuổi đời không quá 35 tuổi.***Ứng viên có thể đính kèm hình ảnh và bảng điểm mình vào hồ sơ online",https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-kinh-doanh-phu-nhuan-ha-noi-c13p122id200286384.
