Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Assistant Brand Manager – Chivas,Pernod Ricard Vietnam,Thương Lượng,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","FMCG, Brand Building, Marketing Intelligence Analysis, Marketing Event Planning, Marketing Budgeting",https://www.vietnamworks.com/assistant-brand-manager-chivas--1708785-jv?source=searchResults&searchType=2&placement=1708935&sortBy=date
Campaign Manager - Business Analyst,United Overseas Bank (Vietnam) Limited (UOB Vietnam),Thương Lượng,Hồ Chí Minh,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Campaign Management, Business Analysis, Credit Card Analytics, Personal Loans",https://www.vietnamworks.com/campaign-manager-business-analyst-1724142-jv?source=searchResults&searchType=2&placement=1724292&sortBy=date
Chuyên Viên Cao Cấp Sáng Tạo Nội Dung (Senior Content Writer),Công Ty Cổ Phần Thời Trang Humy Ngo,Thương Lượng,Hà Nội,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Marketing Planning, Thời Trang, Tổ Chức Sự Kiện, Truyền Thông Tiếp Thị",https://www.vietnamworks.com/chuyen-vien-cao-cap-sang-tao-noi-dung-senior-content-writer-1712042-jv?source=searchResults&searchType=2&placement=1712192&sortBy=date
Content Creator,Công Ty TNHH Business Marketing Communications Agency,$340 - $800,Hồ Chí Minh,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Sáng Tạo Nội Dung, Content Creating, Truyền Thông Thương Hiệu, Marketing Planning, Social Network",https://www.vietnamworks.com/content-creator--1721103-jv?source=searchResults&searchType=2&placement=1721253&sortBy=date
Chuyên Viên Thiết Kế - Trung Tâm Marketing & Thương Hiệu,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Thương Lượng,Hà Nội,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Market Insights, Marketing Planning, Photoshop, Đồ Họa, Truyền Thông",https://www.vietnamworks.com/chuyen-vien-thiet-ke-trung-tam-marketing-thuong-hieu-1716675-jv?source=searchResults&searchType=2&placement=1716825&sortBy=date
Chuyên Viên Digital Marketing,Công Ty Cổ Phần Y Tế Ishii,$650 - $1100,Hồ Chí Minh,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Content Marketing, SEO, SEM, Editing Video",https://www.vietnamworks.com/chuyen-vien-digital-marketing--1717050-jv?source=searchResults&searchType=2&placement=1717200&sortBy=date
Nhân Viên Marketing- Lương Cơ Bản 13- 16 Triệu + Lương Theo Doanh Số Bán Hàng,Công Ty TNHH Đức Tấn Sài Gòn,Thương Lượng,Hà Nội,20/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Phát Triển Thị Trường, Kế Hoạch Truyền Thông, Quảng Bá Thương Hiệu, Nghiên Cứu Thị Trường",https://www.vietnamworks.com/nhan-vien-marketing-luong-co-ban-13-16-trieu-luong-theo-doanh-so-ban-hang-1716527-jv?source=searchResults&searchType=2&placement=1716677&sortBy=date
Chuyên Viên Tổ Chức Sự Kiện – Event Executive,Công Ty TNHH Thương Mại Tổng Hợp Htv,Thương Lượng,Hà Nội,21/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Tổ Chức Sự Kiện, Lĩnh Vực Quà Tặng, Admin Task, Event Activation, Thiết Kế Sự Kiện",https://www.vietnamworks.com/chuyen-vien-to-chuc-su-kien-event-executive--1716974-jv?source=searchResults&searchType=2&placement=1717124&sortBy=date
[Lotte Mall Westlake Hanoi] Marketing Planning Assistant,"LOTTE Properties Hanoi Co., Ltd",Thương Lượng,Hà Nội,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Retail Marketing, Business Administration, Promotional Marketing, Marketing Planning, English",https://www.vietnamworks.com/lotte-mall-westlake-hanoi-marketing-planning-assistant-1709687-jv?source=searchResults&searchType=2&placement=1709837&sortBy=date
Trade Marketing Officer,Saint-Gobain Vietnam,Thương Lượng,Hà Nội,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Trade Marketing, Event Coordination, Truyền Thông, Sales Workshops, Kinh Doanh",https://www.vietnamworks.com/trade-marketing-officer--1724054-jv?source=searchResults&searchType=2&placement=1724204&sortBy=date
Growth Marketing Executive,SmartOSC,$1000 - $1500,Hà Nội,20/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Lead Generation, CRM System, Growth Marketing, Content Creating, B2B Marketing",https://www.vietnamworks.com/growth-marketing-executive--1716525-jv?source=searchResults&searchType=2&placement=1716675&sortBy=date
"Marketing Executive - Performance Coatings (Ngành Sơn, Hệ Công Nghiệp)",Jotun Paints Vietnam Company Limited,Thương Lượng,Hồ Chí Minh,20/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Branding, Product Advertising, Marketing Execution, Marketing Materials Creation, Marketing Development",https://www.vietnamworks.com/marketing-executive-performance-coatings-nganh-son-he-cong-nghiep-1704770-jv?source=searchResults&searchType=2&placement=1704920&sortBy=date
Quản Lý Nhãn Hàng / Brand Manager,Công Ty Cổ Phần Dược Phẩm Thái Minh,$1000 - $1500,Hà Nội,20/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quảng Cáo Nhãn Hiệu, Digital Marketing, Brand Management, Truyền Thông Thương Hiệu, Tvc Production",https://www.vietnamworks.com/quan-ly-nhan-hang-brand-manager-32--1705780-jv?source=searchResults&searchType=2&placement=1705930&sortBy=date
Chuyên Viên Marketing - Digital/ Performance/ Content/ Design/ MKT Triển Khai,GSM,$800 - $1100,Hà Nội,11/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Trực Tuyến, Content, Design, Digital Marketing Performance, Quản Trị Nội Dung Website",https://www.vietnamworks.com/chuyen-vien-marketing-digital-performance-content-design-mkt-trien-khai-1723734-jv?source=searchResults&searchType=2&placement=1723884&sortBy=date
Trưởng Phòng Marketing - Ngành F&B,Công Ty TNHH Thương Mại Dịch Vụ The Noon,$1000 - $1200,Hồ Chí Minh,11/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Trực Tuyến, Digital Marketing, Chiến Dịch Truyền Thông, Quản Trị Đội Ngũ, Nghiên Cứu Khách Hàng",https://www.vietnamworks.com/truong-phong-marketing-nganh-f-b--1723656-jv?source=searchResults&searchType=2&placement=1723806&sortBy=date
Giám Đốc Marcom (Tiếp Thị Và Truyền Thông) Smarthome & IOT,Công Ty Cổ Phần Công Nghệ Công Nghiệp Bưu Chính Viễn Thông - VNPT Technology,Thương Lượng,Hà Nội,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Điện Tử, Marketing Planning, Truyền Thông, Marcom, Cập Nhật Xu Hướng",https://www.vietnamworks.com/giam-doc-marcom-tiep-thi-va-truyen-thong-smarthome-iot-1720316-jv?source=searchResults&searchType=2&placement=1720466&sortBy=date
Marketing Executive,"AGC Chemicals Vietnam Co., Ltd",Thương Lượng,Bà Rịa - Vũng Tàu,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Work Experience, Chemical Business, Planning Marketing Strategy, Analytic Skill, Strategic Negotiation",https://www.vietnamworks.com/marketing-executive-1266--1720454-jv?source=searchResults&searchType=2&placement=1720604&sortBy=date
Media Marketing Executive,Công Ty TNHH Một Thành Viên Soul Retreats,$500 - $700,Hồ Chí Minh,20/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Insights Analytic, Marketing Campaign, Marketing Planning, Viết Nội Dung Quảng Cáo, Ý Tưởng Sáng Tạo",https://www.vietnamworks.com/media-marketing-executive--1716397-jv?source=searchResults&searchType=2&placement=1716547&sortBy=date
Associate Performance Marketing Manager,Traveloka - Successful Startup,Thương Lượng,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Search Engine Marketing, Paid ADS, Google Ads Display, Facebook Ads, Paid Search Campaigns",https://www.vietnamworks.com/associate-performance-marketing-manager-1721033-jv?source=searchResults&searchType=2&placement=1721183&sortBy=date
Chuyên Viên Cao Cấp Marketing (Marketing Senior),Công Ty Cổ Phần Thương Mại Calen,$800 - $1200,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Planning, Creative Marketing, PR Content, Truyền Thông, Event Marketing Strategy",https://www.vietnamworks.com/chuyen-vien-cao-cap-marketing-marketing-senior-1720654-jv?source=searchResults&searchType=2&placement=1720804&sortBy=date
Trưởng Phòng Truyền Thông Marketing,Công Ty Cổ Phần Sunny Vietnam,Thương Lượng,Hà Nội,30/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Marketing Planning, Digital Marketing, Trade Marketing",https://www.vietnamworks.com/truong-phong-truyen-thong-marketing-31-1720950-jv?source=searchResults&searchType=2&placement=1721100&sortBy=date
Chuyên Viên Hiệu Suất Marketing (Peformance Digital Marketing Speacialist),Công Ty Cổ Phần Thương Mại Calen,$1000 - $1500,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Data Analysis, Content Marketing, Performance Marketing, SEO",https://www.vietnamworks.com/chuyen-vien-hieu-suat-marketing-peformance-digital-marketing-speacialist-1720656-jv?source=searchResults&searchType=2&placement=1720806&sortBy=date
Product Marketing Manager (Electric Appliances),Tập Đoàn Karofi Holding,$1500 - $2000,Hà Nội,30/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Product Marketing, Phát Triển Sản Phẩm, Branding Marketing, Integrated Marketing Communications Planning, Product Management",https://www.vietnamworks.com/product-marketing-manager-electric-appliances-1720351-jv?source=searchResults&searchType=2&placement=1720501&sortBy=date
Senior Content Specialist (PR – Marketing Dept),Công Ty Cổ Phần Vinschool,Tới $1500,Hà Nội,20/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Public Communnication, Content Creating, Education",https://www.vietnamworks.com/senior-content-specialist-pr-marketing-dept-1716588-jv?source=searchResults&searchType=2&placement=1716738&sortBy=date
Quản Lý Phát Triển Sản Phẩm Tiền Gửi,Ngân Hàng TNHH MTV Woori Việt Nam,$1500 - $2000,Hà Nội,11/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Bank Product, Product Development, Market Research, Corporate Banking, Cash Management",https://www.vietnamworks.com/quan-ly-phat-trien-san-pham-tien-gui--1712456-jv?source=searchResults&searchType=2&placement=1712606&sortBy=date
Marketing Executive - Retail Segment,Knauf Vietnam,Thương Lượng,Hồ Chí Minh,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Trade Marketing, Retailer Management, Distribution Channel Development, Communication Marketing",https://www.vietnamworks.com/marketing-executive-retail-segment--1719579-jv?source=searchResults&searchType=2&placement=1719729&sortBy=date
"Sales & Marketing Manager (Shopping Mall, Retail)","LOTTE Properties Hanoi Co., Ltd",Thương Lượng,Hà Nội,29/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Events Sales, Sales Planning, Sales Control, Marketing Strategy, Retail Marketing",https://www.vietnamworks.com/sales-marketing-manager-shopping-mall-retail-1719895-jv?source=searchResults&searchType=2&placement=1720045&sortBy=date
Chuyên Viên Digital Marketing (20 - 25 Triệu),Công Ty Cổ Phần Anvy,$700 - $1000,Hà Nội,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, SEO, Google Ads, Digital Marketing, Landing Page",https://www.vietnamworks.com/chuyen-vien-digital-marketing-20-25-trieu--1719253-jv?source=searchResults&searchType=2&placement=1719403&sortBy=date
Trade Marketing Executive,TNHH City Wisdom Vietnam,$400 - $625,Hồ Chí Minh,28/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông, Trade Marketing, Nghiên Cứu Thị Trường, FMCG",https://www.vietnamworks.com/trade-marketing-executive--1719115-jv?source=searchResults&searchType=2&placement=1719265&sortBy=date
Digital Marketing,Công Ty TNHH Wellness Lifestyle,Thương Lượng,Hà Nội,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, Digital Marketing, Online Marketing, SEO, Google Ads",https://www.vietnamworks.com/digital-marketing--1719408-jv?source=searchResults&searchType=2&placement=1719558&sortBy=date
Senior Creator,Công Ty TNHH Business Marketing Communications Agency,$340 - $800,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Sáng Tạo Nội Dung, Digital Marketing, Content Creating, Graphic Design, Truyền Thông Thương Hiệu",https://www.vietnamworks.com/senior-creator-1719079-jv?source=searchResults&searchType=2&placement=1719229&sortBy=dateTên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
SME - Product Manager Pos(Sales Management Software),Kasikornbank Public Company Limited,Thương Lượng,Hồ Chí Minh,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Banking, Tài Chính Ngân Hàng, Product Management, Product Marketing, Product Development",https://www.vietnamworks.com/sme-product-manager-pos-sales-management-software--1719314-jv?source=searchResults&searchType=2&placement=1719514&sortBy=date
Phó Phòng Truyền Thông,Tập Đoàn Vàng Bạc Đá Quý DOJI,$1500 - $2000,Hà Nội,28/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Báo Chí Truyền Thông, Lập Kế Hoạch, Media, Xử Lí Khủng Hoảng, Content",https://www.vietnamworks.com/pho-phong-truyen-thong--1719070-jv?source=searchResults&searchType=2&placement=1719270&sortBy=date
[Lotte Mall West Lake Hanoi] Social Media Marketing Assistant,"LOTTE Properties Hanoi Co., Ltd",Thương Lượng,Hà Nội,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Retail, Social Media Marketing, Social Media Campaign, Performance Marketing",https://www.vietnamworks.com/lotte-mall-west-lake-hanoi-social-media-marketing-assistant-1719129-jv?source=searchResults&searchType=2&placement=1719329&sortBy=date
Giám Đốc Chăm Sóc và Phát Triển Cộng Đồng,Công Ty Cổ Phần Vinhomes,Thương Lượng,"Hà Nội, Hồ Chí Minh",28/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Conmunication Skill, Event Coordination, Marketing Development, Phát Triển Cộng Đồng, Làm Việc Với Cộng Đồng",https://www.vietnamworks.com/giam-doc-cham-soc-va-phat-trien-cong-dong-1719304-jv?source=searchResults&searchType=2&placement=1719504&sortBy=date
Brand Manager,Golden Gate Trade & Service JSC,Thương Lượng,Hà Nội,08/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","FMCG, Branding, Brand Marketing, Brand Management, Marketing Development",https://www.vietnamworks.com/brand-manager--1711882-jv?source=searchResults&searchType=2&placement=1712082&sortBy=date
Marketing Manager,CBRE Vn,Thương Lượng,Hà Nội,08/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Bất Động Sản, Marketing Planning, Truyền Thông",https://www.vietnamworks.com/marketing-manager--1723303-jv?source=searchResults&searchType=2&placement=1723503&sortBy=date
Communication Marketing Executive,Công Ty TNHH Phát Triển Phú Mỹ Hưng,Thương Lượng,Hồ Chí Minh,08/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital, Content Marketing, Digital Marketing, Communication Marketing, Marketing Planning",https://www.vietnamworks.com/communication-marketing-executive--1723174-jv?source=searchResults&searchType=2&placement=1723374&sortBy=date
"Marketing Executive (HCM City, Vietnam)",Công Ty Cổ Phần WE Food,Thương Lượng,Khánh Hòa,27/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Content Creating, SEO, Social Media Marketing, Digital Graphic Design",https://www.vietnamworks.com/marketing-executive-hcm-city-vietnam-1717612-jv?source=searchResults&searchType=2&placement=1717812&sortBy=date
Chuyên Viên Viết Bài (Copy Writer),Công Ty TNHH Xây Dựng Quảng Cáo Hoàng Gia Cát,Thương Lượng,Hồ Chí Minh,11/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Content Creating, Biên Tập Video, Content Fanpage, Truyền Thông",https://www.vietnamworks.com/chuyen-vien-viet-bai-copy-writer-1723865-jv?source=searchResults&searchType=2&placement=1724065&sortBy=date
[Ctv-Tiếng Anh] - SEO Content Writer - Under 1 Years Experience,Công Ty TNHH Timind,Thương Lượng,Hà Nội,18/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Tiếng Pháp, Content Marketing, Đăng Bài Quảng Cáo, Thương Mại Điện Tử, Sáng Tạo Nội Dung",https://www.vietnamworks.com/ctv-tieng-anh-seo-content-writer-under-1-years-experience-1726312-jv?source=searchResults&searchType=2&placement=1726512&sortBy=date
Business Development Intern,Công Ty TNHH I-Dac Việt Nam,Thương Lượng,Hồ Chí Minh,18/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Sales Digital, Sales Planning, Google Adwords, Facebook Advertising",https://www.vietnamworks.com/business-development-intern-20--1726264-jv?source=searchResults&searchType=2&placement=1726464&sortBy=date
[Remote] Thực Tập Sinh SEO (Tiếng Anh),Công Ty TNHH Timind,$123 - $205,Hà Nội,18/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Onpage SEO, Offpage SEO, Content SEO, Tiếng Anh, Nghiên Cứu Từ Khóa",https://www.vietnamworks.com/remote-thuc-tap-sinh-seo-tieng-anh--1726311-jv?source=searchResults&searchType=2&placement=1726511&sortBy=date
[Remote] Thực Tập Sinh Phòng Marketing (Tiếng Pháp),Công Ty TNHH Timind,$123 - $205,Hà Nội,18/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Tiếng Pháp, Content Marketing, Đăng Bài Quảng Cáo, Thương Mại Điện Tử, Sáng Tạo Nội Dung",https://www.vietnamworks.com/remote-thuc-tap-sinh-phong-marketing-tieng-phap--1726310-jv?source=searchResults&searchType=2&placement=1726510&sortBy=date
